"","code","license","publisher","datasetName","year","month","day","scientificName","family","FID","date","depth","mlotst","to","so","zo","prouct_type","bathy","slope","FID.1","lon","lat"
"6268",24212,"CC_BY_4_0","Flanders Marine Institute","MONICET",2012,7,24,"Physeter macrocephalus","Physeteridae",0,"2012-07-01",0,12.8999999999996,21.137,36.299,0.209,"Reanalysis",689.592163085938,1.0527777671814,0,-418.688434968564,4218.23290681164
"6269",24214,"CC_BY_4_0","Flanders Marine Institute","MONICET",2011,8,10,"Physeter macrocephalus","Physeteridae",0,"2011-08-01",0,14.0999999999999,23.721,36.324,0.237,"Reanalysis",1807.9580078125,1.53003704547882,0,-429.435446930159,4202.51867574582
"6270",24218,"CC_BY_4_0","Flanders Marine Institute","MONICET",2015,7,4,"Physeter macrocephalus","Physeteridae",0,"2015-07-01",0,12.1999999999998,22.164,36.287,0.207,"Reanalysis",1050.84350585938,1.75782752037048,0,-435.268695680733,4214.4654758682
"6271",24220,"CC_BY_4_0","Flanders Marine Institute","MONICET",2019,7,10,"Physeter macrocephalus","Physeteridae",0,"2019-07-01",0,12.6999999999998,21.688,36.199,0.259,"Reanalysis",662.797790527344,1.29664885997772,0,-452.870850046716,4217.62039055398
"6272",24221,"CC_BY_4_0","Flanders Marine Institute","MONICET",2019,7,28,"Physeter macrocephalus","Physeteridae",0,"2019-07-01",0,13,21.494,36.188,0.257,"Reanalysis",425.956451416016,0.380395948886871,0,-448.033319451947,4228.35231974778
"6273",24223,"CC_BY_4_0","Flanders Marine Institute","MONICET",2017,7,18,"Physeter macrocephalus","Physeteridae",0,"2017-07-01",0,12.7999999999997,22.473,36.149,0.26,"Reanalysis",1384.72216796875,1.37202680110931,0,-668.175841217362,4328.76524672556
"6274",24226,"CC_BY_4_0","Flanders Marine Institute","MONICET",2017,3,25,"Physeter macrocephalus","Physeteridae",0,"2017-03-01",0,59.0999999999999,16.051,36.151,0.228,"Reanalysis",896.128601074219,1.16411101818085,0,-693.217418991402,4377.02877084887
"6275",24227,"CC_BY_4_0","Flanders Marine Institute","MONICET",2011,9,2,"Physeter macrocephalus","Physeteridae",0,"2011-09-01",0,23.3999999999996,22.798,36.287,0.261,"Reanalysis",1083.17236328125,1.58680605888367,0,-405.156519625857,4218.98209411283
"6276",24229,"CC_BY_4_0","Flanders Marine Institute","MONICET",2016,9,14,"Physeter macrocephalus","Physeteridae",0,"2016-09-01",0,22.6999999999998,23.382,36.301,0.306,"Reanalysis",662.797790527344,1.29664885997772,0,-456.417021274905,4218.03326744986
"6277",24230,"CC_BY_4_0","Flanders Marine Institute","MONICET",2012,10,9,"Physeter macrocephalus","Physeteridae",0,"2012-10-01",0,41.0999999999999,20.32,36.333,0.224,"Reanalysis",844.190856933594,1.2706857919693,0,-409.707409618395,4218.35865147363
"6278",24235,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,8,18,"Physeter macrocephalus","Physeteridae",0,"2018-08-01",0,11.0999999999999,24.347,36.353,0.299,"Reanalysis",635.034851074219,0.58654797077179,0,-672.319744264007,4361.31867858784
"6279",24236,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,6,11,"Physeter macrocephalus","Physeteridae",0,"2018-06-01",0,15.7999999999997,20.727,36.383,0.274,"Reanalysis",1265.71142578125,1.58765995502472,0,-421.585226866861,4208.40511199728
"6280",24237,"CC_BY_4_0","Flanders Marine Institute","MONICET",2014,6,8,"Physeter macrocephalus","Physeteridae",0,"2014-06-01",0,16.1999999999998,19.269,36.188,0.238,"Reanalysis",1015.11608886719,1.01805245876312,0,-686.730200200452,4372.61641835372
"6281",24238,"CC_BY_4_0","Flanders Marine Institute","MONICET",2017,7,6,"Physeter macrocephalus","Physeteridae",0,"2017-07-01",0,16.5999999999999,22.109,36.221,0.257,"Reanalysis",1556.89172363281,1.22214162349701,0,-405.131295603867,4211.08698142366
"6282",24242,"CC_BY_4_0","Flanders Marine Institute","MONICET",2017,6,25,"Physeter macrocephalus","Physeteridae",0,"2017-06-01",0,15.5999999999999,19.649,36.146,0.239,"Reanalysis",843.38720703125,1.26417565345764,0,-683.835600827536,4332.22631592783
"6283",24245,"CC_BY_4_0","Flanders Marine Institute","MONICET",2009,7,4,"Physeter macrocephalus","Physeteridae",0,"2009-07-01",0,12.8999999999996,20.878,36.276,0.218,"Reanalysis",844.190856933594,1.2706857919693,0,-412.115983450129,4220.8820295465
"6284",24247,"CC_BY_4_0","Flanders Marine Institute","MONICET",2017,7,22,"Physeter macrocephalus","Physeteridae",0,"2017-07-01",0,12.5,21.958,36.134,0.26,"Reanalysis",896.128601074219,1.16411101818085,0,-689.550217408124,4377.61230677724
"6285",24251,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,7,21,"Physeter macrocephalus","Physeteridae",0,"2018-07-01",0,12.3999999999996,21.852,36.427,0.324,"Reanalysis",1050.84350585938,1.75782752037048,0,-430.075986663694,4212.74684491782
"6286",24253,"CC_BY_4_0","Flanders Marine Institute","MONICET",2015,6,16,"Physeter macrocephalus","Physeteridae",0,"2015-06-01",0,15.8999999999996,19.956,36.177,0.277,"Reanalysis",1015.11608886719,1.01805245876312,0,-685.517439543525,4374.7163387371
"6287",24259,"CC_BY_4_0","Flanders Marine Institute","MONICET",2019,6,13,"Physeter macrocephalus","Physeteridae",0,"2019-06-01",0,15,19.462,36.223,0.249,"Reanalysis",1357.15051269531,2.1105580329895,0,-466.012656382513,4250.80111446954
"6288",24260,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,7,1,"Physeter macrocephalus","Physeteridae",0,"2018-07-01",0,11.5999999999999,22.436,36.362,0.314,"Reanalysis",659.904052734375,0.383914977312088,0,-700.096043921337,4349.51920051204
"6289",24261,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,8,10,"Physeter macrocephalus","Physeteridae",0,"2018-08-01",0,13.0999999999999,23.563,36.393,0.345,"Reanalysis",1080.35900878906,2.09719061851501,0,-430.166430355731,4259.03018840474
"6290",24262,"CC_BY_4_0","Flanders Marine Institute","MONICET",2015,6,11,"Physeter macrocephalus","Physeteridae",0,"2015-06-01",0,17.3999999999996,20.31,36.205,0.223,"Reanalysis",689.592163085938,1.0527777671814,0,-421.471032980462,4217.41722571269
"6291",24265,"CC_BY_4_0","Flanders Marine Institute","MONICET",2013,9,15,"Physeter macrocephalus","Physeteridae",0,"2013-09-01",0,21.3999999999996,22.861,36.266,0.283,"Reanalysis",1384.72216796875,1.37202680110931,0,-670.319403718694,4332.50259804739
"6292",24266,"CC_BY_4_0","Flanders Marine Institute","MONICET",2010,7,8,"Physeter macrocephalus","Physeteridae",0,"2010-07-01",0,12.0999999999999,22.398,36.126,0.181,"Reanalysis",689.592163085938,1.0527777671814,0,-423.117362720197,4218.73069597429
"6293",24267,"CC_BY_4_0","Flanders Marine Institute","MONICET",2019,7,4,"Physeter macrocephalus","Physeteridae",0,"2019-07-01",0,13.1999999999998,22.141,36.2,0.254,"Reanalysis",1482.34216308594,1.2498631477356,0,-409.315901117309,4213.8045976921
"6294",24268,"CC_BY_4_0","Flanders Marine Institute","MONICET",2013,5,31,"Physeter macrocephalus","Physeteridae",0,"2013-05-01",0,25.5,16.426,36.067,0.203,"Reanalysis",810.66650390625,0.687680184841156,0,-707.117494332369,4350.59007337939
"6295",24270,"CC_BY_4_0","Flanders Marine Institute","MONICET",2014,8,13,"Physeter macrocephalus","Physeteridae",0,"2014-08-01",0,13.2999999999997,22.985,36.217,0.276,"Reanalysis",1089.95190429688,1.58661651611328,0,-672.571797757617,4329.41322449249
"6296",24271,"CC_BY_4_0","Flanders Marine Institute","MONICET",2013,6,15,"Physeter macrocephalus","Physeteridae",0,"2013-06-01",0,14.1999999999998,19.269,36.195,0.187,"Reanalysis",1265.71142578125,1.58765995502472,0,-423.744631119965,4213.16026868144
"6297",24274,"CC_BY_4_0","Flanders Marine Institute","MONICET",2016,5,29,"Physeter macrocephalus","Physeteridae",0,"2016-05-01",0,24,17.068,36.142,0.199,"Reanalysis",591.688781738281,0.745030701160431,0,-682.83545601509,4338.92478423057
"6298",24277,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,8,1,"Physeter macrocephalus","Physeteridae",0,"2018-08-01",0,11.0999999999999,24.384,36.353,0.295,"Reanalysis",896.128601074219,1.16411101818085,0,-691.103822386515,4373.28035149143
"6299",24279,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,7,10,"Physeter macrocephalus","Physeteridae",0,"2018-07-01",0,12.3999999999996,21.885,36.401,0.324,"Reanalysis",1844.06384277344,2.21841788291931,0,-476.879542959105,4249.8409770207
"6300",24283,"CC_BY_4_0","Flanders Marine Institute","MONICET",2015,9,9,"Physeter macrocephalus","Physeteridae",0,"2015-09-01",0,21.8999999999996,23.276,36.3,0.247,"Reanalysis",1482.34216308594,1.2498631477356,0,-417.539850093723,4212.46435471401
"6301",24287,"CC_BY_4_0","Flanders Marine Institute","MONICET",2010,11,19,"Physeter macrocephalus","Physeteridae",0,"2010-11-01",0,55.0999999999999,20.304,36.46,0.248,"Reanalysis",1265.71142578125,1.58765995502472,0,-422.73293896606,4214.1746429224
"6302",24289,"CC_BY_4_0","Flanders Marine Institute","MONICET",2012,4,19,"Physeter macrocephalus","Physeteridae",0,"2012-04-01",0,17.5999999999999,17.27,36.176,0.245,"Reanalysis",705.210266113281,1.15415394306183,0,-705.727579453751,4353.80557957937
"6303",24297,"CC_BY_4_0","Flanders Marine Institute","MONICET",2015,8,10,"Physeter macrocephalus","Physeteridae",0,"2015-08-01",0,12,23.25,36.253,0.3,"Reanalysis",1093.35681152344,0.456513106822968,0,-653.652616342567,4348.29775160585
"6304",24298,"CC_BY_4_0","Flanders Marine Institute","MONICET",2020,8,28,"Physeter macrocephalus","Physeteridae",0,"2020-08-01",0,12.8999999999996,24.261,36.368,0.362,"Reanalysis",1790.76062011719,0.446492165327072,0,-658.370956378778,4315.93047341148
"6305",24301,"CC_BY_4_0","Flanders Marine Institute","MONICET",2016,8,16,"Physeter macrocephalus","Physeteridae",0,"2016-08-01",0,13.2999999999997,23.644,36.268,0.282,"Reanalysis",1050.84350585938,1.75782752037048,0,-433.242139506693,4216.49196745253
"6306",24302,"CC_BY_4_0","Flanders Marine Institute","MONICET",2017,7,30,"Physeter macrocephalus","Physeteridae",0,"2017-07-01",0,13.5999999999999,22.124,36.136,0.258,"Reanalysis",1500.52185058594,1.17277908325195,0,-638.687149380303,4327.900138848
"6307",24308,"CC_BY_4_0","Flanders Marine Institute","MONICET",2019,6,27,"Physeter macrocephalus","Physeteridae",0,"2019-06-01",0,15.8999999999996,19.933,36.273,0.237,"Reanalysis",1265.71142578125,1.58765995502472,0,-426.152360483161,4215.68822987222
"6308",24310,"CC_BY_4_0","Flanders Marine Institute","MONICET",2012,4,18,"Physeter macrocephalus","Physeteridae",0,"2012-04-01",0,17,17.886,36.211,0.255,"Reanalysis",1089.95190429688,1.58661651611328,0,-674.71353489652,4333.15224492123
"6309",24313,"CC_BY_4_0","Flanders Marine Institute","MONICET",2010,7,19,"Physeter macrocephalus","Physeteridae",0,"2010-07-01",0,12.0999999999999,22.398,36.126,0.181,"Reanalysis",844.190856933594,1.2706857919693,0,-409.707409618395,4218.35865147363
"6310",24314,"CC_BY_4_0","Flanders Marine Institute","MONICET",2012,9,4,"Physeter macrocephalus","Physeteridae",0,"2012-09-01",0,23,22.79,36.227,0.258,"Reanalysis",689.592163085938,1.0527777671814,0,-418.813325556875,4217.11887330661
"6311",24316,"CC_BY_4_0","Flanders Marine Institute","MONICET",2016,5,2,"Physeter macrocephalus","Physeteridae",0,"2016-05-01",0,24,17.068,36.142,0.199,"Reanalysis",843.38720703125,1.26417565345764,0,-686.139155627878,4334.85323939974
"6312",24318,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,7,4,"Physeter macrocephalus","Physeteridae",0,"2018-07-01",0,11.5999999999999,22.303,36.337,0.306,"Reanalysis",1081.01684570312,0.813656568527222,0,-668.861937477975,4366.50765476568
"6313",24322,"CC_BY_4_0","Flanders Marine Institute","MONICET",2016,8,28,"Physeter macrocephalus","Physeteridae",0,"2016-08-01",0,11.6999999999998,23.547,36.12,0.26,"Reanalysis",1424.77954101562,1.3343653678894,0,-718.571872543325,4375.22071907094
"6314",24328,"CC_BY_4_0","Flanders Marine Institute","MONICET",2014,6,13,"Physeter macrocephalus","Physeteridae",0,"2014-06-01",0,13.1999999999998,19.897,36.221,0.206,"Reanalysis",1050.84350585938,1.75782752037048,0,-430.197283178078,4203.73308168459
"6315",24329,"CC_BY_4_0","Flanders Marine Institute","MONICET",2017,5,30,"Physeter macrocephalus","Physeteridae",0,"2017-05-01",0,45.0999999999999,17.614,36.13,0.164,"Reanalysis",946.837463378906,1.28778791427612,0,-444.390569617242,4213.25220434178
"6316",24330,"CC_BY_4_0","Flanders Marine Institute","MONICET",2017,9,24,"Physeter macrocephalus","Physeteridae",0,"2017-09-01",0,17.3999999999996,23.557,36.245,0.306,"Reanalysis",896.128601074219,1.16411101818085,0,-692.318309812475,4371.1808803777
"6317",24331,"CC_BY_4_0","Flanders Marine Institute","MONICET",2020,7,31,"Physeter macrocephalus","Physeteridae",0,"2020-07-01",0,14.3999999999996,22.44,36.379,0.328,"Reanalysis",1773.44091796875,0.801110684871674,0,-647.807142232052,4314.40267929724
"6318",24333,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,9,18,"Physeter macrocephalus","Physeteridae",0,"2018-09-01",0,20.8999999999996,24.335,36.386,0.362,"Reanalysis",1089.95190429688,1.58661651611328,0,-677.133439834903,4328.94737148206
"6319",24336,"CC_BY_4_0","Flanders Marine Institute","MONICET",2017,7,4,"Physeter macrocephalus","Physeteridae",0,"2017-07-01",0,12.5999999999999,22.098,36.143,0.252,"Reanalysis",659.904052734375,0.383914977312088,0,-695.505951464272,4344.25440702086
"6320",24338,"CC_BY_4_0","Flanders Marine Institute","MONICET",2014,7,23,"Physeter macrocephalus","Physeteridae",0,"2014-07-01",0,12.6999999999998,21.624,36.244,0.266,"Reanalysis",844.190856933594,1.2706857919693,0,-416.031160284863,4217.93541423865
"6321",24341,"CC_BY_4_0","Flanders Marine Institute","MONICET",2014,6,13,"Physeter macrocephalus","Physeteridae",0,"2014-06-01",0,13.3999999999996,20.19,36.243,0.209,"Reanalysis",689.592163085938,1.0527777671814,0,-419.574206841969,4218.3322678008
"6322",24342,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,7,8,"Physeter macrocephalus","Physeteridae",0,"2018-07-01",0,13.2999999999997,21.889,36.433,0.324,"Reanalysis",1482.34216308594,1.2498631477356,0,-413.994412164258,4212.06885348903
"6323",24344,"CC_BY_4_0","Flanders Marine Institute","MONICET",2013,8,11,"Physeter macrocephalus","Physeteridae",0,"2013-08-01",0,12,22.565,36.189,0.293,"Reanalysis",1089.95190429688,1.58661651611328,0,-679.937454817749,4328.22246495919
"6324",24345,"CC_BY_4_0","Flanders Marine Institute","MONICET",2014,10,2,"Physeter macrocephalus","Physeteridae",0,"2014-10-01",0,22.7999999999997,20.439,36.209,0.293,"Reanalysis",1015.11608886719,1.01805245876312,0,-681.986955054532,4368.47453877375
"6325",24346,"CC_BY_4_0","Flanders Marine Institute","MONICET",2019,7,3,"Physeter macrocephalus","Physeteridae",0,"2019-07-01",0,15.0999999999999,22.24,36.219,0.308,"Reanalysis",1015.11608886719,1.01805245876312,0,-687.774146783312,4371.63276859958
"6326",24348,"CC_BY_4_0","Flanders Marine Institute","MONICET",2020,7,31,"Physeter macrocephalus","Physeteridae",0,"2020-07-01",0,14.3999999999996,22.44,36.379,0.328,"Reanalysis",1642.56494140625,1.01729464530945,0,-640.044476785436,4312.15037583318
"6327",24351,"CC_BY_4_0","Flanders Marine Institute","MONICET",2016,7,26,"Physeter macrocephalus","Physeteridae",0,"2016-07-01",0,16,21.374,35.992,0.276,"Reanalysis",1023.13513183594,1.27069485187531,0,-707.737714031076,4381.54377592607
"6328",24353,"CC_BY_4_0","Flanders Marine Institute","MONICET",2015,5,23,"Physeter macrocephalus","Physeteridae",0,"2015-05-01",0,20.5,17.285,36.084,0.255,"Reanalysis",1015.11608886719,1.01805245876312,0,-686.899306244133,4371.50019549211
"6329",24355,"CC_BY_4_0","Flanders Marine Institute","MONICET",2014,6,25,"Physeter macrocephalus","Physeteridae",0,"2014-06-01",0,13.1999999999998,19.897,36.221,0.206,"Reanalysis",946.837463378906,1.28778791427612,0,-442.104989424216,4217.50550667528
"6330",24357,"CC_BY_4_0","Flanders Marine Institute","MONICET",2020,8,28,"Physeter macrocephalus","Physeteridae",0,"2020-08-01",0,12.8999999999996,24.261,36.368,0.362,"Reanalysis",1790.76062011719,0.446492165327072,0,-658.53313810003,4314.81423494858
"6331",24358,"CC_BY_4_0","Flanders Marine Institute","MONICET",2014,10,24,"Physeter macrocephalus","Physeteridae",0,"2014-10-01",0,32.8999999999996,20.792,36.35,0.269,"Reanalysis",844.190856933594,1.2706857919693,0,-411.354620754867,4219.66947789382
"6332",24361,"CC_BY_4_0","Flanders Marine Institute","MONICET",2010,5,16,"Physeter macrocephalus","Physeteridae",0,"2010-05-01",0,27.3999999999996,17.492,36.098,0.126,"Reanalysis",662.797790527344,1.29664885997772,0,-459.07672440162,4218.34396184682
"6333",24364,"CC_BY_4_0","Flanders Marine Institute","MONICET",2013,7,18,"Physeter macrocephalus","Physeteridae",0,"2013-07-01",0,12.5,21.779,36.189,0.257,"Reanalysis",635.034851074219,0.58654797077179,0,-669.859010403775,4359.81117206394
"6334",24368,"CC_BY_4_0","Flanders Marine Institute","MONICET",2019,7,11,"Physeter macrocephalus","Physeteridae",0,"2019-07-01",0,12.6999999999998,21.688,36.199,0.259,"Reanalysis",662.797790527344,1.29664885997772,0,-450.968540539058,4218.52890647827
"6335",24371,"CC_BY_4_0","Flanders Marine Institute","MONICET",2019,7,29,"Physeter macrocephalus","Physeteridae",0,"2019-07-01",0,13.1999999999998,22.141,36.2,0.254,"Reanalysis",844.190856933594,1.2706857919693,0,-416.667542364171,4220.26249961446
"6336",24372,"CC_BY_4_0","Flanders Marine Institute","MONICET",2017,7,18,"Physeter macrocephalus","Physeteridae",0,"2017-07-01",0,16.5,21.696,36.209,0.264,"Reanalysis",425.956451416016,0.380395948886871,0,-442.606690973676,4220.95022151321
"6337",24376,"CC_BY_4_0","Flanders Marine Institute","MONICET",2019,3,9,"Physeter macrocephalus","Physeteridae",0,"2019-03-01",0,98.0999999999999,16.26,36.127,0.222,"Reanalysis",762.213073730469,2.42390322685242,0,-464.064049989124,4237.00845022543
"6338",24377,"CC_BY_4_0","Flanders Marine Institute","MONICET",2014,9,7,"Physeter macrocephalus","Physeteridae",0,"2014-09-01",0,21.7999999999997,22.566,36.266,0.263,"Reanalysis",946.837463378906,1.28778791427612,0,-446.174792276489,4205.55392944502
"6339",24378,"CC_BY_4_0","Flanders Marine Institute","MONICET",2015,5,10,"Physeter macrocephalus","Physeteridae",0,"2015-05-01",0,25,17.462,36.12,0.257,"Reanalysis",1089.95190429688,1.58661651611328,0,-678.560662573773,4331.44105141597
"6340",24379,"CC_BY_4_0","Flanders Marine Institute","MONICET",2019,5,29,"Physeter macrocephalus","Physeteridae",0,"2019-05-01",0,27.3999999999996,17.749,36.222,0.207,"Reanalysis",1050.84350585938,1.75782752037048,0,-435.141688801152,4215.57968367304
"6341",24380,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,9,1,"Physeter macrocephalus","Physeteridae",0,"2018-09-01",0,20.5999999999999,24.299,36.368,0.367,"Reanalysis",1015.11608886719,1.01805245876312,0,-680.236860025985,4368.2109610662
"6342",24381,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,7,22,"Physeter macrocephalus","Physeteridae",0,"2018-07-01",0,11.5999999999999,22.436,36.362,0.314,"Reanalysis",659.904052734375,0.383914977312088,0,-696.416229150959,4350.10269586626
"6343",24384,"CC_BY_4_0","Flanders Marine Institute","MONICET",2017,7,11,"Physeter macrocephalus","Physeteridae",0,"2017-07-01",0,16.5,22.055,36.222,0.26,"Reanalysis",1265.71142578125,1.58765995502472,0,-420.448723545042,4210.53388067334
"6344",24385,"CC_BY_4_0","Flanders Marine Institute","MONICET",2016,8,23,"Physeter macrocephalus","Physeteridae",0,"2016-08-01",0,11.6999999999998,23.547,36.12,0.26,"Reanalysis",1023.13513183594,1.27069485187531,0,-703.007638282508,4377.38573165918
"6345",24387,"CC_BY_4_0","Flanders Marine Institute","MONICET",2017,8,28,"Physeter macrocephalus","Physeteridae",0,"2017-08-01",0,11.7999999999997,23.353,36.122,0.268,"Reanalysis",1081.01684570312,0.813656568527222,0,-673.108735724765,4373.98814802716
"6346",24388,"CC_BY_4_0","Flanders Marine Institute","MONICET",2009,8,23,"Physeter macrocephalus","Physeteridae",0,"2009-08-01",0,13.5999999999999,23.07,36.303,0.24,"Reanalysis",1265.71142578125,1.58765995502472,0,-427.038558628189,4215.788352403
"6347",24389,"CC_BY_4_0","Flanders Marine Institute","MONICET",2020,8,24,"Physeter macrocephalus","Physeteridae",0,"2020-08-01",0,15,24.046,36.371,0.362,"Reanalysis",844.190856933594,1.2706857919693,0,-416.792240881167,4219.14849200955
"6348",24390,"CC_BY_4_0","Flanders Marine Institute","MONICET",2017,7,10,"Physeter macrocephalus","Physeteridae",0,"2017-07-01",0,12.5,21.958,36.134,0.26,"Reanalysis",896.128601074219,1.16411101818085,0,-691.638684294452,4375.64597262134
"6349",24391,"CC_BY_4_0","Flanders Marine Institute","MONICET",2017,7,21,"Physeter macrocephalus","Physeteridae",0,"2017-07-01",0,16.5,21.696,36.209,0.264,"Reanalysis",425.956451416016,0.380395948886871,0,-449.823782817379,4220.65481449993
"6350",24392,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,8,8,"Physeter macrocephalus","Physeteridae",0,"2018-08-01",0,13.5,23.655,36.399,0.351,"Reanalysis",889.747253417969,1.84674441814423,0,-447.177769157754,4258.74591292982
"6351",24396,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,8,10,"Physeter macrocephalus","Physeteridae",0,"2018-08-01",0,11.0999999999999,24.568,36.369,0.312,"Reanalysis",1023.13513183594,1.27069485187531,0,-700.212624632337,4378.09905510633
"6352",24398,"CC_BY_4_0","Flanders Marine Institute","MONICET",2010,7,8,"Physeter macrocephalus","Physeteridae",0,"2010-07-01",0,12.0999999999999,22.398,36.126,0.181,"Reanalysis",689.592163085938,1.0527777671814,0,-422.106149942093,4219.74500477515
"6353",24402,"CC_BY_4_0","Flanders Marine Institute","MONICET",2020,9,1,"Physeter macrocephalus","Physeteridae",0,"2020-09-01",0,22.3999999999996,23.078,36.401,0.38,"Reanalysis",1773.44091796875,0.801110684871674,0,-650.0502861835,4311.3078456361
"6354",24404,"CC_BY_4_0","Flanders Marine Institute","MONICET",2015,8,17,"Physeter macrocephalus","Physeteridae",0,"2015-08-01",0,16.2999999999997,23.406,36.212,0.239,"Reanalysis",1482.34216308594,1.2498631477356,0,-410.57259980982,4210.56095604152
"6355",24407,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,8,22,"Physeter macrocephalus","Physeteridae",0,"2018-08-01",0,13.0999999999999,23.563,36.393,0.345,"Reanalysis",1003.62237548828,1.99016106128693,0,-445.182010741968,4252.86572339504
"6356",24411,"CC_BY_4_0","Flanders Marine Institute","MONICET",2016,10,7,"Physeter macrocephalus","Physeteridae",0,"2016-10-01",0,28.5999999999999,20.733,36.209,0.311,"Reanalysis",1090.47790527344,1.30656290054321,0,-571.098051410455,4344.61957918532
"6357",24413,"CC_BY_4_0","Flanders Marine Institute","MONICET",2019,7,29,"Physeter macrocephalus","Physeteridae",0,"2019-07-01",0,13.1999999999998,22.141,36.2,0.254,"Reanalysis",844.190856933594,1.2706857919693,0,-414.772062761491,4221.17841835972
"6358",24415,"CC_BY_4_0","Flanders Marine Institute","MONICET",2010,8,6,"Physeter macrocephalus","Physeteridae",0,"2010-08-01",0,17.7999999999997,22.345,36.113,0.214,"Reanalysis",1482.34216308594,1.2498631477356,0,-412.097943603627,4212.98567498292
"6359",24416,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,6,23,"Physeter macrocephalus","Physeteridae",0,"2018-06-01",0,14,20.696,36.273,0.299,"Reanalysis",1015.11608886719,1.01805245876312,0,-685.318456501715,4370.11914213864
"6360",24418,"CC_BY_4_0","Flanders Marine Institute","MONICET",2016,6,18,"Physeter macrocephalus","Physeteridae",0,"2016-06-01",0,27.5999999999999,18.502,36.107,0.24,"Reanalysis",896.128601074219,1.16411101818085,0,-690.059420418617,4374.26361068485
"6361",24422,"CC_BY_4_0","Flanders Marine Institute","MONICET",2016,8,1,"Physeter macrocephalus","Physeteridae",0,"2016-08-01",0,11.8999999999996,23.704,36.181,0.269,"Reanalysis",810.66650390625,0.687680184841156,0,-706.069087017083,4351.57244013677
"6362",24423,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,6,8,"Physeter macrocephalus","Physeteridae",0,"2018-06-01",0,15.7999999999997,20.727,36.383,0.274,"Reanalysis",689.592163085938,1.0527777671814,0,-417.677875346352,4219.24766476642
"6363",24424,"CC_BY_4_0","Flanders Marine Institute","MONICET",2014,8,1,"Physeter macrocephalus","Physeteridae",0,"2014-08-01",0,13.3999999999996,23.584,36.245,0.275,"Reanalysis",689.592163085938,1.0527777671814,0,-421.345771092386,4218.5312850272
"6364",24426,"CC_BY_4_0","Flanders Marine Institute","MONICET",2016,7,5,"Physeter macrocephalus","Physeteridae",0,"2016-07-01",0,15.3999999999996,21.36,35.99,0.276,"Reanalysis",896.128601074219,1.16411101818085,0,-691.978568272013,4373.41344478009
"6365",24427,"CC_BY_4_0","Flanders Marine Institute","MONICET",2011,7,29,"Physeter macrocephalus","Physeteridae",0,"2011-07-01",0,12.2999999999997,21.401,36.344,0.239,"Reanalysis",1265.71142578125,1.58765995502472,0,-420.698335202614,4208.30573046428
"6366",24431,"CC_BY_4_0","Flanders Marine Institute","MONICET",2019,7,3,"Physeter macrocephalus","Physeteridae",0,"2019-07-01",0,15.0999999999999,22.24,36.219,0.308,"Reanalysis",896.128601074219,1.16411101818085,0,-688.648994475235,4371.76544389332
"6367",24432,"CC_BY_4_0","Flanders Marine Institute","MONICET",2010,10,15,"Physeter macrocephalus","Physeteridae",0,"2010-10-01",0,45.6999999999998,21.124,36.337,0.224,"Reanalysis",689.592163085938,1.0527777671814,0,-425.014738876558,4217.81640687926
"6368",24434,"CC_BY_4_0","Flanders Marine Institute","MONICET",2015,6,27,"Physeter macrocephalus","Physeteridae",0,"2015-06-01",0,17.3999999999996,20.31,36.205,0.223,"Reanalysis",844.190856933594,1.2706857919693,0,-414.011051067531,4219.96554605627
"6369",24437,"CC_BY_4_0","Flanders Marine Institute","MONICET",2014,8,13,"Physeter macrocephalus","Physeteridae",0,"2014-08-01",0,12.8999999999996,23.041,36.242,0.281,"Reanalysis",591.688781738281,0.745030701160431,0,-685.637864704869,4338.20254643308
"6370",24439,"CC_BY_4_0","Flanders Marine Institute","MONICET",2013,4,4,"Physeter macrocephalus","Physeteridae",0,"2013-04-01",0,64.4000000000001,16.058,36.157,0.148,"Reanalysis",689.592163085938,1.0527777671814,0,-425.144977492422,4224.60099583578
"6371",24440,"CC_BY_4_0","Flanders Marine Institute","MONICET",2019,9,1,"Physeter macrocephalus","Physeteridae",0,"2019-09-01",0,22.2999999999997,22.87,36.174,0.356,"Reanalysis",946.346801757812,0.514623284339905,0,-664.864754888987,4369.33504331942
"6372",24441,"CC_BY_4_0","Flanders Marine Institute","MONICET",2018,8,9,"Physeter macrocephalus","Physeteridae",0,"2018-08-01",0,11.2999999999997,24.241,36.372,0.312,"Reanalysis",1089.95190429688,1.58661651611328,0,-676.365394311004,4321.98856390993
