"","code","license","publisher","datasetName","year","month","day","scientificName","family","FID","date","depth","mlotst","to","so","zo","prouct_type","bathy","slope","FID.1","lon","lat"
"11623",33227,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2011,6,19,"Physeter macrocephalus","Physeteridae",0,"2011-06-01",0,17.7999999999997,19.49,36.241,0.212,"Reanalysis",1437.36767578125,0.948170244693756,0,-660.100513415903,4328.72147639114
"11624",33228,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2011,6,19,"Physeter macrocephalus","Physeteridae",0,"2011-06-01",0,17.7999999999997,19.49,36.241,0.212,"Reanalysis",1384.72216796875,1.37202680110931,0,-663.94363271002,4327.0035802463
"11625",33231,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2014,6,27,"Physeter macrocephalus","Physeteridae",0,"2014-06-01",0,15.2999999999997,19.432,36.201,0.217,"Reanalysis",1437.36767578125,0.948170244693756,0,-658.342576177433,4328.46480747623
"11626",33232,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2014,6,27,"Physeter macrocephalus","Physeteridae",0,"2014-06-01",0,15.2999999999997,19.432,36.201,0.217,"Reanalysis",1437.36767578125,0.948170244693756,0,-657.300892054711,4329.45277297701
"11627",33235,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,7,14,"Physeter macrocephalus","Physeteridae",0,"2013-07-01",0,12.5999999999999,22.018,36.208,0.24,"Reanalysis",591.688781738281,0.745030701160431,0,-688.608568490013,4336.36469543566
"11628",33236,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,8,7,"Physeter macrocephalus","Physeteridae",0,"2013-08-01",0,12,22.565,36.189,0.293,"Reanalysis",1089.95190429688,1.58661651611328,0,-673.285996190403,4330.65945244006
"11629",33237,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,8,6,"Physeter macrocephalus","Physeteridae",0,"2013-08-01",0,12,22.565,36.189,0.293,"Reanalysis",1089.95190429688,1.58661651611328,0,-673.285996190403,4330.65945244006
"11630",33238,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2014,6,29,"Physeter macrocephalus","Physeteridae",0,"2014-06-01",0,15.2999999999997,19.432,36.201,0.217,"Reanalysis",1437.36767578125,0.948170244693756,0,-655.543257442454,4329.19669458481
"11631",33239,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2014,6,29,"Physeter macrocephalus","Physeteridae",0,"2014-06-01",0,14.7999999999997,19.418,36.199,0.216,"Reanalysis",1437.36767578125,0.948170244693756,0,-661.078465921735,4322.02424370526
"11632",33240,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2018,5,15,"Physeter macrocephalus","Physeteridae",0,"2018-05-01",0,14.6999999999998,18.247,36.269,0.27,"Reanalysis",591.688781738281,0.745030701160431,0,-688.608568490013,4336.36469543566
"11633",33241,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2018,5,17,"Physeter macrocephalus","Physeteridae",0,"2018-05-01",0,14.6999999999998,18.247,36.269,0.27,"Reanalysis",591.688781738281,0.745030701160431,0,-688.608568490013,4336.36469543566
"11634",33242,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2014,8,5,"Physeter macrocephalus","Physeteridae",0,"2014-08-01",0,12.8999999999996,23.041,36.242,0.281,"Reanalysis",591.688781738281,0.745030701160431,0,-688.608568490013,4336.36469543566
"11635",33243,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2014,6,30,"Physeter macrocephalus","Physeteridae",0,"2014-06-01",0,15.2999999999997,19.432,36.201,0.217,"Reanalysis",1437.36767578125,0.948170244693756,0,-659.156334143735,4322.88389635852
"11636",33244,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2014,7,3,"Physeter macrocephalus","Physeteridae",0,"2014-07-01",0,12.5,21.804,36.238,0.246,"Reanalysis",1500.52185058594,1.17277908325195,0,-647.634268623252,4328.04936715271
"11637",33245,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2014,7,3,"Physeter macrocephalus","Physeteridae",0,"2014-07-01",0,12.5,21.804,36.238,0.246,"Reanalysis",1500.52185058594,1.17277908325195,0,-648.513015566891,4328.17644203236
"11638",33246,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2014,6,30,"Physeter macrocephalus","Physeteridae",0,"2014-06-01",0,14.7999999999997,19.418,36.199,0.216,"Reanalysis",1384.72216796875,1.37202680110931,0,-672.515850688366,4323.70175550465
"11639",33247,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2014,6,30,"Physeter macrocephalus","Physeteridae",0,"2014-06-01",0,15.2999999999997,19.432,36.201,0.217,"Reanalysis",1437.36767578125,0.948170244693756,0,-658.993651953935,4324.00009536707
"11640",33248,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2014,6,30,"Physeter macrocephalus","Physeteridae",0,"2014-06-01",0,15.2999999999997,19.432,36.201,0.217,"Reanalysis",1437.36767578125,0.948170244693756,0,-659.547406280776,4326.36073291456
"11641",33249,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2018,6,10,"Physeter macrocephalus","Physeteridae",0,"2018-06-01",0,13.5999999999999,20.994,36.315,0.282,"Reanalysis",591.688781738281,0.745030701160431,0,-688.608568490013,4336.36469543566
"11642",33250,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2018,5,25,"Physeter macrocephalus","Physeteridae",0,"2018-05-01",0,14.6999999999998,18.247,36.269,0.27,"Reanalysis",591.688781738281,0.745030701160431,0,-688.608568490013,4336.36469543566
"11643",33252,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2009,5,11,"Physeter macrocephalus","Physeteridae",0,"2009-05-01",0,38.7999999999997,17.719,36.207,0.274,"Reanalysis",1221.6630859375,1.03772926330566,0,-635.492090896752,4325.16505323848
"11644",33253,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2009,5,11,"Physeter macrocephalus","Physeteridae",0,"2009-05-01",0,32.7999999999997,17.676,36.208,0.264,"Reanalysis",1437.36767578125,0.948170244693756,0,-651.866089731061,4329.80183900431
"11645",33255,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,8,5,"Physeter macrocephalus","Physeteridae",0,"2013-08-01",0,12,22.565,36.189,0.293,"Reanalysis",1089.95190429688,1.58661651611328,0,-673.285996190403,4330.65945244006
"11646",33256,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2009,5,4,"Physeter macrocephalus","Physeteridae",0,"2009-05-01",0,24.8999999999996,17.634,36.208,0.262,"Reanalysis",1384.72216796875,1.37202680110931,0,-664.16793431322,4331.59736496119
"11647",33257,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,8,2,"Physeter macrocephalus","Physeteridae",0,"2013-08-01",0,12,22.565,36.189,0.293,"Reanalysis",1089.95190429688,1.58661651611328,0,-673.285996190403,4330.65945244006
"11648",33258,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2009,5,1,"Physeter macrocephalus","Physeteridae",0,"2009-05-01",0,24.8999999999996,17.634,36.208,0.262,"Reanalysis",1384.72216796875,1.37202680110931,0,-661.305874375988,4326.61756705569
"11649",33259,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,7,28,"Physeter macrocephalus","Physeteridae",0,"2013-07-01",0,12.3999999999996,21.847,36.204,0.252,"Reanalysis",1089.95190429688,1.58661651611328,0,-673.285996190403,4330.65945244006
"11650",33260,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2009,5,1,"Physeter macrocephalus","Physeteridae",0,"2009-05-01",0,24.8999999999996,17.634,36.208,0.262,"Reanalysis",1384.72216796875,1.37202680110931,0,-663.61647743728,4329.23603343766
"11651",33261,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2009,5,1,"Physeter macrocephalus","Physeteridae",0,"2009-05-01",0,24.8999999999996,17.634,36.208,0.262,"Reanalysis",1384.72216796875,1.37202680110931,0,-662.348387048369,4325.62991624024
"11652",33262,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2017,4,23,"Physeter macrocephalus","Physeteridae",0,"2017-04-01",0,21,16.663,36.172,0.21,"Reanalysis",843.38720703125,1.26417565345764,0,-685.260216465695,4334.72178239848
"11653",33263,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2017,4,25,"Physeter macrocephalus","Physeteridae",0,"2017-04-01",0,21,16.663,36.172,0.21,"Reanalysis",591.688781738281,0.745030701160431,0,-684.090948112518,4342.53664054623
"11654",33264,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2017,4,17,"Physeter macrocephalus","Physeteridae",0,"2017-04-01",0,20.8999999999996,16.798,36.186,0.216,"Reanalysis",1384.72216796875,1.37202680110931,0,-664.495487123665,4329.36492676515
"11655",33265,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2009,4,30,"Physeter macrocephalus","Physeteridae",0,"2009-04-01",0,31.2999999999997,16.432,36.183,0.239,"Reanalysis",1437.36767578125,0.948170244693756,0,-654.434288576388,4324.47653309038
"11656",33266,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2009,4,27,"Physeter macrocephalus","Physeteridae",0,"2009-04-01",0,27.1999999999998,16.395,36.18,0.247,"Reanalysis",1384.72216796875,1.37202680110931,0,-671.198214966826,4332.63232391055
"11657",33267,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2009,4,27,"Physeter macrocephalus","Physeteridae",0,"2009-04-01",0,27.1999999999998,16.395,36.18,0.247,"Reanalysis",1384.72216796875,1.37202680110931,0,-670.648764653123,4330.27002679641
"11658",33268,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2009,5,1,"Physeter macrocephalus","Physeteridae",0,"2009-05-01",0,32.7999999999997,17.676,36.208,0.264,"Reanalysis",1437.36767578125,0.948170244693756,0,-659.710286807308,4325.24454118727
"11659",33269,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2009,4,30,"Physeter macrocephalus","Physeteridae",0,"2009-04-01",0,31.2999999999997,16.432,36.183,0.239,"Reanalysis",1437.36767578125,0.948170244693756,0,-653.5549817032,4324.34888706214
"11660",33270,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,7,24,"Physeter macrocephalus","Physeteridae",0,"2013-07-01",0,12.3999999999996,21.847,36.204,0.252,"Reanalysis",1089.95190429688,1.58661651611328,0,-673.285996190403,4330.65945244006
"11661",33271,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,7,27,"Physeter macrocephalus","Physeteridae",0,"2013-07-01",0,12.3999999999996,21.847,36.204,0.252,"Reanalysis",1089.95190429688,1.58661651611328,0,-673.285996190403,4330.65945244006
"11662",33272,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2009,4,27,"Physeter macrocephalus","Physeteridae",0,"2009-04-01",0,27.1999999999998,16.395,36.18,0.247,"Reanalysis",1089.95190429688,1.58661651611328,0,-672.077033704283,4332.76215151872
"11663",33274,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2011,5,31,"Physeter macrocephalus","Physeteridae",0,"2011-05-01",0,28.8999999999996,16.949,36.092,0.157,"Reanalysis",939.830871582031,0.366495430469513,0,-720.939872776853,4336.70914962369
"11664",33275,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2011,5,31,"Physeter macrocephalus","Physeteridae",0,"2011-05-01",0,38.0999999999999,17.102,36.128,0.162,"Reanalysis",1437.36767578125,0.948170244693756,0,-654.502076901381,4330.18491866053
"11665",33276,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2011,6,5,"Physeter macrocephalus","Physeteridae",0,"2011-06-01",0,17.7999999999997,19.49,36.241,0.212,"Reanalysis",1384.72216796875,1.37202680110931,0,-672.515850688366,4323.70175550465
"11666",33277,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2011,6,5,"Physeter macrocephalus","Physeteridae",0,"2011-06-01",0,16.5999999999999,19.486,36.288,0.19,"Reanalysis",1790.76062011719,0.446492165327072,0,-659.738150450387,4312.70967960126
"11667",33278,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2011,6,3,"Physeter macrocephalus","Physeteridae",0,"2011-06-01",0,19,18.815,36.283,0.178,"Reanalysis",689.592163085938,1.0527777671814,0,-418.938188382548,4216.0048354122
"11668",33280,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2014,5,22,"Physeter macrocephalus","Physeteridae",0,"2014-05-01",0,21,17.669,36.15,0.202,"Reanalysis",1437.36767578125,0.948170244693756,0,-658.046488854161,4318.16292526699
"11669",33281,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2014,5,22,"Physeter macrocephalus","Physeteridae",0,"2014-05-01",0,15.8999999999996,17.973,36.171,0.211,"Reanalysis",1437.36767578125,0.948170244693756,0,-660.426636585283,4326.48909919366
"11670",33282,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,7,21,"Physeter macrocephalus","Physeteridae",0,"2013-07-01",0,12.3999999999996,21.847,36.204,0.252,"Reanalysis",1089.95190429688,1.58661651611328,0,-673.285996190403,4330.65945244006
"11671",33283,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2014,6,2,"Physeter macrocephalus","Physeteridae",0,"2014-06-01",0,14.7999999999997,19.418,36.199,0.216,"Reanalysis",1384.72216796875,1.37202680110931,0,-671.307066035006,4325.80478088737
"11672",33284,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,7,20,"Physeter macrocephalus","Physeteridae",0,"2013-07-01",0,12.3999999999996,21.847,36.204,0.252,"Reanalysis",1089.95190429688,1.58661651611328,0,-673.285996190403,4330.65945244006
"11673",33285,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2014,5,28,"Physeter macrocephalus","Physeteridae",0,"2014-05-01",0,17,18.59,36.176,0.18,"Reanalysis",844.190856933594,1.2706857919693,0,-409.459964921683,4220.58652604413
"11674",33286,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,7,23,"Physeter macrocephalus","Physeteridae",0,"2013-07-01",0,12.3999999999996,21.847,36.204,0.252,"Reanalysis",1089.95190429688,1.58661651611328,0,-673.285996190403,4330.65945244006
"11675",33287,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,7,22,"Physeter macrocephalus","Physeteridae",0,"2013-07-01",0,12.3999999999996,21.847,36.204,0.252,"Reanalysis",1089.95190429688,1.58661651611328,0,-673.285996190403,4330.65945244006
"11676",33288,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2014,5,22,"Physeter macrocephalus","Physeteridae",0,"2014-05-01",0,16.3999999999996,17.982,36.178,0.211,"Reanalysis",1790.76062011719,0.446492165327072,0,-658.208739961635,4317.04670351779
"11677",33289,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2015,6,18,"Physeter macrocephalus","Physeteridae",0,"2015-06-01",0,17.7999999999997,20.327,36.209,0.228,"Reanalysis",397.573303222656,0.927445828914642,0,-435.767914475786,4225.80979938291
"11678",33290,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2015,6,14,"Physeter macrocephalus","Physeteridae",0,"2015-06-01",0,15.7999999999997,20.176,36.201,0.273,"Reanalysis",1437.36767578125,0.948170244693756,0,-659.318981620652,4321.76768895852
"11679",33291,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2015,6,14,"Physeter macrocephalus","Physeteridae",0,"2015-06-01",0,17.3999999999996,20.31,36.205,0.223,"Reanalysis",844.190856933594,1.2706857919693,0,-412.115983450129,4220.8820295465
"11680",33292,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2015,6,14,"Physeter macrocephalus","Physeteridae",0,"2015-06-01",0,16.0999999999999,19.865,36.212,0.266,"Reanalysis",1384.72216796875,1.37202680110931,0,-664.822900490229,4327.13245454703
"11681",33293,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,7,19,"Physeter macrocephalus","Physeteridae",0,"2013-07-01",0,12.3999999999996,21.847,36.204,0.252,"Reanalysis",1089.95190429688,1.58661651611328,0,-673.285996190403,4330.65945244006
"11682",33294,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,7,18,"Physeter macrocephalus","Physeteridae",0,"2013-07-01",0,12.3999999999996,21.847,36.204,0.252,"Reanalysis",1089.95190429688,1.58661651611328,0,-673.285996190403,4330.65945244006
"11683",33295,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,7,14,"Physeter macrocephalus","Physeteridae",0,"2013-07-01",0,12.3999999999996,21.847,36.204,0.252,"Reanalysis",1089.95190429688,1.58661651611328,0,-673.285996190403,4330.65945244006
"11684",33297,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,7,12,"Physeter macrocephalus","Physeteridae",0,"2013-07-01",0,12.3999999999996,21.847,36.204,0.252,"Reanalysis",1089.95190429688,1.58661651611328,0,-673.285996190403,4330.65945244006
"11685",33298,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2014,6,8,"Physeter macrocephalus","Physeteridae",0,"2014-06-01",0,15.2999999999997,19.432,36.201,0.217,"Reanalysis",1500.52185058594,1.17277908325195,0,-641.322805119653,4328.27865341166
"11686",33299,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2014,6,8,"Physeter macrocephalus","Physeteridae",0,"2014-06-01",0,14.7999999999997,19.418,36.199,0.216,"Reanalysis",1384.72216796875,1.37202680110931,0,-666.804233531445,4331.98471182939
"11687",33301,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,7,13,"Physeter macrocephalus","Physeteridae",0,"2013-07-01",0,12.3999999999996,21.847,36.204,0.252,"Reanalysis",1089.95190429688,1.58661651611328,0,-673.285996190403,4330.65945244006
"11688",33303,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2014,6,7,"Physeter macrocephalus","Physeteridae",0,"2014-06-01",0,15.2999999999997,19.432,36.201,0.217,"Reanalysis",1437.36767578125,0.948170244693756,0,-654.502076901381,4330.18491866053
"11689",33304,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2015,6,12,"Physeter macrocephalus","Physeteridae",0,"2015-06-01",0,17.7999999999997,20.327,36.209,0.228,"Reanalysis",397.573303222656,0.927445828914642,0,-435.767914475786,4225.80979938291
"11690",33305,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2015,6,12,"Physeter macrocephalus","Physeteridae",0,"2015-06-01",0,16.0999999999999,19.865,36.212,0.266,"Reanalysis",1384.72216796875,1.37202680110931,0,-660.816250500835,4329.96614866177
"11691",33306,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2015,6,12,"Physeter macrocephalus","Physeteridae",0,"2015-06-01",0,16.0999999999999,19.865,36.212,0.266,"Reanalysis",1384.72216796875,1.37202680110931,0,-663.780072494375,4328.11981108649
"11692",33307,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2015,6,13,"Physeter macrocephalus","Physeteridae",0,"2015-06-01",0,17.7999999999997,20.327,36.209,0.228,"Reanalysis",397.573303222656,0.927445828914642,0,-435.767914475786,4225.80979938291
"11693",33308,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2015,6,12,"Physeter macrocephalus","Physeteridae",0,"2015-06-01",0,16.0999999999999,19.865,36.212,0.266,"Reanalysis",1384.72216796875,1.37202680110931,0,-661.142701181765,4327.73376936579
"11694",33309,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2014,6,8,"Physeter macrocephalus","Physeteridae",0,"2014-06-01",0,13.1999999999998,19.897,36.221,0.206,"Reanalysis",397.573303222656,0.927445828914642,0,-435.767914475786,4225.80979938291
"11695",33313,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2014,6,12,"Physeter macrocephalus","Physeteridae",0,"2014-06-01",0,14.7999999999997,19.418,36.199,0.216,"Reanalysis",1089.95190429688,1.58661651611328,0,-675.374700792138,4328.68687687638
